test_id,wall_clock,asset_id,x,y,speed,position_accuracy,cumulative_distance_m
TEST-13-GPS-DENIED-DRIFT,1775091153.225,alpha,2033.4,134.3,4.66,10.50,2099.6
TEST-13-GPS-DENIED-DRIFT,1775091153.225,bravo,2027.5,325.8,4.85,10.50,2101.0
TEST-13-GPS-DENIED-DRIFT,1775091153.225,charlie,2021.6,609.4,4.95,10.79,2159.4
TEST-13-GPS-DENIED-DRIFT,1775091153.479,alpha,2033.1,137.8,4.67,10.52,2103.1
TEST-13-GPS-DENIED-DRIFT,1775091153.479,bravo,2027.4,329.4,4.85,10.52,2104.6
TEST-13-GPS-DENIED-DRIFT,1775091153.479,charlie,2021.5,613.1,4.95,10.81,2163.1
TEST-13-GPS-DENIED-DRIFT,1775091153.732,alpha,2032.9,141.4,4.67,10.53,2106.7
TEST-13-GPS-DENIED-DRIFT,1775091153.732,bravo,2027.3,333.0,4.85,10.54,2108.2
TEST-13-GPS-DENIED-DRIFT,1775091153.732,charlie,2021.5,616.8,4.95,10.83,2166.8
TEST-13-GPS-DENIED-DRIFT,1775091153.984,alpha,2032.7,144.9,4.68,10.55,2110.2
TEST-13-GPS-DENIED-DRIFT,1775091153.984,bravo,2027.2,336.7,4.85,10.56,2111.8
TEST-13-GPS-DENIED-DRIFT,1775091153.984,charlie,2021.4,620.5,4.95,10.84,2170.6
TEST-13-GPS-DENIED-DRIFT,1775091154.239,alpha,2032.5,148.4,4.68,10.57,2113.7
TEST-13-GPS-DENIED-DRIFT,1775091154.239,bravo,2027.1,340.3,4.86,10.57,2115.5
TEST-13-GPS-DENIED-DRIFT,1775091154.239,charlie,2021.3,624.3,4.95,10.86,2174.3
TEST-13-GPS-DENIED-DRIFT,1775091154.492,alpha,2032.4,151.9,4.69,10.59,2117.2
TEST-13-GPS-DENIED-DRIFT,1775091154.492,bravo,2027.0,343.9,4.86,10.59,2119.1
TEST-13-GPS-DENIED-DRIFT,1775091154.492,charlie,2021.3,628.0,4.95,10.88,2178.0
TEST-13-GPS-DENIED-DRIFT,1775091154.747,alpha,2032.3,155.4,4.69,10.60,2120.8
TEST-13-GPS-DENIED-DRIFT,1775091154.747,bravo,2026.9,347.5,4.86,10.61,2122.7
TEST-13-GPS-DENIED-DRIFT,1775091154.747,charlie,2021.2,631.7,4.95,10.90,2181.8
TEST-13-GPS-DENIED-DRIFT,1775091155.001,alpha,2032.2,159.0,4.69,10.62,2124.3
TEST-13-GPS-DENIED-DRIFT,1775091155.001,bravo,2026.8,351.2,4.86,10.63,2126.3
TEST-13-GPS-DENIED-DRIFT,1775091155.001,charlie,2021.2,635.5,4.95,10.92,2185.5
TEST-13-GPS-DENIED-DRIFT,1775091155.254,alpha,2032.2,162.5,4.70,10.64,2127.8
TEST-13-GPS-DENIED-DRIFT,1775091155.254,bravo,2026.8,354.8,4.86,10.65,2130.0
TEST-13-GPS-DENIED-DRIFT,1775091155.254,charlie,2021.1,639.2,4.95,10.94,2189.2
TEST-13-GPS-DENIED-DRIFT,1775091155.508,alpha,2032.1,166.0,4.70,10.66,2131.4
TEST-13-GPS-DENIED-DRIFT,1775091155.508,bravo,2026.7,358.4,4.87,10.67,2133.6
TEST-13-GPS-DENIED-DRIFT,1775091155.508,charlie,2021.1,642.9,4.95,10.96,2193.0
TEST-13-GPS-DENIED-DRIFT,1775091155.765,alpha,2032.1,169.6,4.71,10.68,2134.9
TEST-13-GPS-DENIED-DRIFT,1775091155.765,bravo,2026.6,362.1,4.87,10.68,2137.2
TEST-13-GPS-DENIED-DRIFT,1775091155.765,charlie,2021.0,646.7,4.95,10.97,2196.7
TEST-13-GPS-DENIED-DRIFT,1775091156.018,alpha,2032.0,173.1,4.71,10.69,2138.4
TEST-13-GPS-DENIED-DRIFT,1775091156.018,bravo,2026.5,365.7,4.87,10.70,2140.9
TEST-13-GPS-DENIED-DRIFT,1775091156.018,charlie,2021.0,650.4,4.95,10.99,2200.4
TEST-13-GPS-DENIED-DRIFT,1775091156.273,alpha,2032.0,176.7,4.72,10.71,2142.0
TEST-13-GPS-DENIED-DRIFT,1775091156.273,bravo,2026.4,369.3,4.87,10.72,2144.5
TEST-13-GPS-DENIED-DRIFT,1775091156.273,charlie,2020.9,654.1,4.95,11.01,2204.1
TEST-13-GPS-DENIED-DRIFT,1775091156.527,alpha,2032.0,180.2,4.72,10.73,2145.5
TEST-13-GPS-DENIED-DRIFT,1775091156.527,bravo,2026.3,373.0,4.87,10.74,2148.1
TEST-13-GPS-DENIED-DRIFT,1775091156.527,charlie,2020.8,657.8,4.95,11.03,2207.9
TEST-13-GPS-DENIED-DRIFT,1775091156.781,alpha,2032.0,183.8,4.72,10.75,2149.1
TEST-13-GPS-DENIED-DRIFT,1775091156.781,bravo,2026.2,376.6,4.88,10.76,2151.8
TEST-13-GPS-DENIED-DRIFT,1775091156.781,charlie,2020.8,661.6,4.95,11.05,2211.6
TEST-13-GPS-DENIED-DRIFT,1775091157.036,alpha,2031.9,187.3,4.73,10.76,2152.7
TEST-13-GPS-DENIED-DRIFT,1775091157.036,bravo,2026.1,380.3,4.88,10.77,2155.4
TEST-13-GPS-DENIED-DRIFT,1775091157.036,charlie,2020.7,665.3,4.95,11.07,2215.3
TEST-13-GPS-DENIED-DRIFT,1775091157.292,alpha,2031.9,190.9,4.73,10.78,2156.2
TEST-13-GPS-DENIED-DRIFT,1775091157.292,bravo,2026.0,383.9,4.88,10.79,2159.1
TEST-13-GPS-DENIED-DRIFT,1775091157.292,charlie,2020.7,669.0,4.95,11.09,2219.1
TEST-13-GPS-DENIED-DRIFT,1775091157.545,alpha,2031.9,194.5,4.73,10.80,2159.8
TEST-13-GPS-DENIED-DRIFT,1775091157.545,bravo,2025.9,387.5,4.88,10.81,2162.7
TEST-13-GPS-DENIED-DRIFT,1775091157.545,charlie,2020.6,672.8,4.96,11.10,2222.8
TEST-13-GPS-DENIED-DRIFT,1775091157.799,alpha,2031.9,198.0,4.74,10.82,2163.3
TEST-13-GPS-DENIED-DRIFT,1775091157.799,bravo,2025.8,391.2,4.88,10.83,2166.4
TEST-13-GPS-DENIED-DRIFT,1775091157.799,charlie,2020.6,676.5,4.96,11.12,2226.6
TEST-13-GPS-DENIED-DRIFT,1775091158.054,alpha,2031.9,201.6,4.74,10.83,2166.9
TEST-13-GPS-DENIED-DRIFT,1775091158.054,bravo,2025.7,394.8,4.88,10.85,2170.0
TEST-13-GPS-DENIED-DRIFT,1775091158.054,charlie,2020.5,680.3,4.96,11.14,2230.3
TEST-13-GPS-DENIED-DRIFT,1775091158.308,alpha,2031.8,205.2,4.74,10.85,2170.5
TEST-13-GPS-DENIED-DRIFT,1775091158.308,bravo,2025.6,398.5,4.89,10.87,2173.7
TEST-13-GPS-DENIED-DRIFT,1775091158.308,charlie,2020.5,684.0,4.96,11.16,2234.0
TEST-13-GPS-DENIED-DRIFT,1775091158.563,alpha,2031.8,208.7,4.75,10.87,2174.1
TEST-13-GPS-DENIED-DRIFT,1775091158.563,bravo,2025.5,402.1,4.89,10.88,2177.3
TEST-13-GPS-DENIED-DRIFT,1775091158.563,charlie,2020.4,687.7,4.96,11.18,2237.8
TEST-13-GPS-DENIED-DRIFT,1775091158.817,alpha,2031.8,212.3,4.75,10.89,2177.6
TEST-13-GPS-DENIED-DRIFT,1775091158.817,bravo,2025.4,405.8,4.89,10.90,2181.0
TEST-13-GPS-DENIED-DRIFT,1775091158.817,charlie,2020.4,691.5,4.96,11.20,2241.5
TEST-13-GPS-DENIED-DRIFT,1775091159.071,alpha,2031.7,215.9,4.76,10.91,2181.2
TEST-13-GPS-DENIED-DRIFT,1775091159.071,bravo,2025.3,409.4,4.89,10.92,2184.6
TEST-13-GPS-DENIED-DRIFT,1775091159.071,charlie,2020.3,695.2,4.96,11.22,2245.2
TEST-13-GPS-DENIED-DRIFT,1775091159.325,alpha,2031.7,219.5,4.76,10.92,2184.8
TEST-13-GPS-DENIED-DRIFT,1775091159.325,bravo,2025.2,413.1,4.89,10.94,2188.3
TEST-13-GPS-DENIED-DRIFT,1775091159.325,charlie,2020.3,698.9,4.96,11.23,2249.0
TEST-13-GPS-DENIED-DRIFT,1775091159.580,alpha,2031.6,223.1,4.76,10.94,2188.4
TEST-13-GPS-DENIED-DRIFT,1775091159.580,bravo,2025.1,416.8,4.89,10.96,2192.0
TEST-13-GPS-DENIED-DRIFT,1775091159.580,charlie,2020.2,702.7,4.96,11.25,2252.7
TEST-13-GPS-DENIED-DRIFT,1775091159.832,alpha,2031.6,226.6,4.77,10.96,2192.0
TEST-13-GPS-DENIED-DRIFT,1775091159.832,bravo,2025.0,420.4,4.90,10.98,2195.6
TEST-13-GPS-DENIED-DRIFT,1775091159.832,charlie,2020.2,706.4,4.96,11.27,2256.4
TEST-13-GPS-DENIED-DRIFT,1775091160.087,alpha,2031.5,230.2,4.77,10.98,2195.6
TEST-13-GPS-DENIED-DRIFT,1775091160.087,bravo,2024.9,424.1,4.90,10.99,2199.3
TEST-13-GPS-DENIED-DRIFT,1775091160.087,charlie,2020.1,710.1,4.96,11.29,2260.2
TEST-13-GPS-DENIED-DRIFT,1775091160.342,alpha,2031.4,233.8,4.77,11.00,2199.2
TEST-13-GPS-DENIED-DRIFT,1775091160.342,bravo,2024.8,427.8,4.90,11.01,2203.0
TEST-13-GPS-DENIED-DRIFT,1775091160.342,charlie,2020.1,713.9,4.96,11.31,2263.9
TEST-13-GPS-DENIED-DRIFT,1775091160.596,alpha,2031.3,237.4,4.78,11.01,2202.7
TEST-13-GPS-DENIED-DRIFT,1775091160.596,bravo,2024.7,431.4,4.90,11.03,2206.6
TEST-13-GPS-DENIED-DRIFT,1775091160.596,charlie,2020.0,717.6,4.96,11.33,2267.6
TEST-13-GPS-DENIED-DRIFT,1775091160.849,alpha,2031.3,241.0,4.78,11.03,2206.3
TEST-13-GPS-DENIED-DRIFT,1775091160.849,bravo,2024.6,435.1,4.90,11.05,2210.3
TEST-13-GPS-DENIED-DRIFT,1775091160.849,charlie,2020.0,721.3,4.96,11.35,2271.4
TEST-13-GPS-DENIED-DRIFT,1775091161.105,alpha,2031.2,244.6,4.78,11.05,2210.0
TEST-13-GPS-DENIED-DRIFT,1775091161.105,bravo,2024.4,438.8,4.90,11.07,2214.0
TEST-13-GPS-DENIED-DRIFT,1775091161.105,charlie,2019.9,725.1,4.96,11.36,2275.1
TEST-13-GPS-DENIED-DRIFT,1775091161.360,alpha,2031.1,248.2,4.78,11.07,2213.6
TEST-13-GPS-DENIED-DRIFT,1775091161.360,bravo,2024.3,442.5,4.90,11.09,2217.7
TEST-13-GPS-DENIED-DRIFT,1775091161.360,charlie,2019.9,728.8,4.96,11.38,2278.9
TEST-13-GPS-DENIED-DRIFT,1775091161.613,alpha,2031.0,251.8,4.79,11.08,2217.2
TEST-13-GPS-DENIED-DRIFT,1775091161.613,bravo,2024.2,446.2,4.91,11.11,2221.4
TEST-13-GPS-DENIED-DRIFT,1775091161.613,charlie,2019.8,732.6,4.96,11.40,2282.6
TEST-13-GPS-DENIED-DRIFT,1775091161.863,alpha,2030.9,255.4,4.79,11.10,2220.8
TEST-13-GPS-DENIED-DRIFT,1775091161.863,bravo,2024.1,449.8,4.91,11.12,2225.0
TEST-13-GPS-DENIED-DRIFT,1775091161.863,charlie,2019.8,736.3,4.96,11.42,2286.3
TEST-13-GPS-DENIED-DRIFT,1775091162.120,alpha,2030.8,259.0,4.79,11.12,2224.4
TEST-13-GPS-DENIED-DRIFT,1775091162.120,bravo,2024.0,453.5,4.91,11.14,2228.7
TEST-13-GPS-DENIED-DRIFT,1775091162.120,charlie,2019.7,740.0,4.96,11.44,2290.1
TEST-13-GPS-DENIED-DRIFT,1775091162.374,alpha,2030.7,262.7,4.80,11.14,2228.0
TEST-13-GPS-DENIED-DRIFT,1775091162.374,bravo,2023.9,457.2,4.91,11.16,2232.4
TEST-13-GPS-DENIED-DRIFT,1775091162.374,charlie,2019.7,743.8,4.96,11.46,2293.8
TEST-13-GPS-DENIED-DRIFT,1775091162.628,alpha,2030.5,266.3,4.80,11.16,2231.6
TEST-13-GPS-DENIED-DRIFT,1775091162.628,bravo,2023.8,460.9,4.91,11.18,2236.1
TEST-13-GPS-DENIED-DRIFT,1775091162.628,charlie,2019.6,747.5,4.96,11.48,2297.5
TEST-13-GPS-DENIED-DRIFT,1775091162.879,alpha,2030.4,269.9,4.80,11.17,2235.2
TEST-13-GPS-DENIED-DRIFT,1775091162.879,bravo,2023.7,464.6,4.91,11.20,2239.8
TEST-13-GPS-DENIED-DRIFT,1775091162.879,charlie,2019.6,751.3,4.96,11.49,2301.3
TEST-13-GPS-DENIED-DRIFT,1775091163.135,alpha,2030.3,273.5,4.81,11.19,2238.9
TEST-13-GPS-DENIED-DRIFT,1775091163.135,bravo,2023.5,468.3,4.91,11.22,2243.5
TEST-13-GPS-DENIED-DRIFT,1775091163.135,charlie,2019.5,755.0,4.97,11.51,2305.0
TEST-13-GPS-DENIED-DRIFT,1775091163.389,alpha,2030.2,277.1,4.81,11.21,2242.5
TEST-13-GPS-DENIED-DRIFT,1775091163.389,bravo,2023.4,472.0,4.91,11.23,2247.2
TEST-13-GPS-DENIED-DRIFT,1775091163.389,charlie,2019.5,758.7,4.97,11.53,2308.8
TEST-13-GPS-DENIED-DRIFT,1775091163.640,alpha,2030.1,280.8,4.81,11.23,2246.1
TEST-13-GPS-DENIED-DRIFT,1775091163.640,bravo,2023.3,475.7,4.92,11.25,2250.9
TEST-13-GPS-DENIED-DRIFT,1775091163.640,charlie,2019.4,762.5,4.97,11.55,2312.5
TEST-13-GPS-DENIED-DRIFT,1775091163.891,alpha,2030.0,284.4,4.81,11.25,2249.7
TEST-13-GPS-DENIED-DRIFT,1775091163.891,bravo,2023.2,479.3,4.92,11.27,2254.6
TEST-13-GPS-DENIED-DRIFT,1775091163.891,charlie,2019.4,766.2,4.97,11.57,2316.3
TEST-13-GPS-DENIED-DRIFT,1775091164.148,alpha,2029.9,288.0,4.82,11.27,2253.4
TEST-13-GPS-DENIED-DRIFT,1775091164.148,bravo,2023.1,483.0,4.92,11.29,2258.3
TEST-13-GPS-DENIED-DRIFT,1775091164.148,charlie,2019.3,770.0,4.97,11.59,2320.0
TEST-13-GPS-DENIED-DRIFT,1775091164.402,alpha,2029.8,291.6,4.82,11.28,2257.0
TEST-13-GPS-DENIED-DRIFT,1775091164.402,bravo,2023.0,486.7,4.92,11.31,2262.0
TEST-13-GPS-DENIED-DRIFT,1775091164.402,charlie,2019.3,773.7,4.97,11.61,2323.7
TEST-13-GPS-DENIED-DRIFT,1775091164.657,alpha,2029.7,295.3,4.82,11.30,2260.6
TEST-13-GPS-DENIED-DRIFT,1775091164.657,bravo,2022.9,490.4,4.92,11.33,2265.7
TEST-13-GPS-DENIED-DRIFT,1775091164.657,charlie,2019.2,777.4,4.97,11.62,2327.5
TEST-13-GPS-DENIED-DRIFT,1775091164.907,alpha,2029.6,298.9,4.83,11.32,2264.3
TEST-13-GPS-DENIED-DRIFT,1775091164.907,bravo,2022.7,494.1,4.92,11.34,2269.4
TEST-13-GPS-DENIED-DRIFT,1775091164.907,charlie,2019.2,781.2,4.97,11.64,2331.2
TEST-13-GPS-DENIED-DRIFT,1775091165.163,alpha,2029.5,302.5,4.83,11.34,2267.9
TEST-13-GPS-DENIED-DRIFT,1775091165.163,bravo,2022.6,497.8,4.92,11.36,2273.1
TEST-13-GPS-DENIED-DRIFT,1775091165.163,charlie,2019.1,784.9,4.97,11.66,2335.0
TEST-13-GPS-DENIED-DRIFT,1775091165.418,alpha,2029.4,306.2,4.83,11.36,2271.5
TEST-13-GPS-DENIED-DRIFT,1775091165.418,bravo,2022.5,501.5,4.92,11.38,2276.8
TEST-13-GPS-DENIED-DRIFT,1775091165.418,charlie,2019.1,788.7,4.97,11.68,2338.7
TEST-13-GPS-DENIED-DRIFT,1775091165.673,alpha,2029.3,309.8,4.83,11.37,2275.2
TEST-13-GPS-DENIED-DRIFT,1775091165.673,bravo,2022.4,505.2,4.93,11.40,2280.5
TEST-13-GPS-DENIED-DRIFT,1775091165.673,charlie,2019.0,792.4,4.97,11.70,2342.5
TEST-13-GPS-DENIED-DRIFT,1775091165.926,alpha,2029.2,313.5,4.84,11.39,2278.8
TEST-13-GPS-DENIED-DRIFT,1775091165.926,bravo,2022.3,508.9,4.93,11.42,2284.2
TEST-13-GPS-DENIED-DRIFT,1775091165.926,charlie,2018.9,796.2,4.97,11.72,2346.2
TEST-13-GPS-DENIED-DRIFT,1775091166.182,alpha,2029.1,317.1,4.84,11.41,2282.5
TEST-13-GPS-DENIED-DRIFT,1775091166.182,bravo,2022.2,512.6,4.93,11.44,2287.9
TEST-13-GPS-DENIED-DRIFT,1775091166.182,charlie,2018.9,799.9,4.97,11.74,2350.0
TEST-13-GPS-DENIED-DRIFT,1775091166.436,alpha,2029.0,320.7,4.84,11.43,2286.1
TEST-13-GPS-DENIED-DRIFT,1775091166.436,bravo,2022.1,516.3,4.93,11.46,2291.6
TEST-13-GPS-DENIED-DRIFT,1775091166.436,charlie,2018.8,803.7,4.97,11.76,2353.7
TEST-13-GPS-DENIED-DRIFT,1775091166.692,alpha,2028.9,324.4,4.84,11.45,2289.8
TEST-13-GPS-DENIED-DRIFT,1775091166.692,bravo,2021.9,520.0,4.93,11.47,2295.3
TEST-13-GPS-DENIED-DRIFT,1775091166.692,charlie,2018.8,807.4,4.97,11.77,2357.4
TEST-13-GPS-DENIED-DRIFT,1775091166.943,alpha,2028.8,328.0,4.84,11.46,2293.4
TEST-13-GPS-DENIED-DRIFT,1775091166.943,bravo,2021.8,523.7,4.93,11.49,2299.0
TEST-13-GPS-DENIED-DRIFT,1775091166.943,charlie,2018.7,811.1,4.97,11.79,2361.2
TEST-13-GPS-DENIED-DRIFT,1775091167.196,alpha,2028.7,331.7,4.85,11.48,2297.1
TEST-13-GPS-DENIED-DRIFT,1775091167.196,bravo,2021.7,527.4,4.93,11.51,2302.7
TEST-13-GPS-DENIED-DRIFT,1775091167.196,charlie,2018.7,814.9,4.97,11.81,2364.9
TEST-13-GPS-DENIED-DRIFT,1775091167.452,alpha,2028.7,335.3,4.85,11.50,2300.7
TEST-13-GPS-DENIED-DRIFT,1775091167.452,bravo,2021.6,531.1,4.93,11.53,2306.4
TEST-13-GPS-DENIED-DRIFT,1775091167.452,charlie,2018.6,818.6,4.97,11.83,2368.7
TEST-13-GPS-DENIED-DRIFT,1775091167.707,alpha,2028.6,339.0,4.85,11.52,2304.4
TEST-13-GPS-DENIED-DRIFT,1775091167.707,bravo,2021.5,534.9,4.93,11.55,2310.1
TEST-13-GPS-DENIED-DRIFT,1775091167.707,charlie,2018.6,822.4,4.97,11.85,2372.4
TEST-13-GPS-DENIED-DRIFT,1775091167.959,alpha,2028.5,342.7,4.85,11.54,2308.0
TEST-13-GPS-DENIED-DRIFT,1775091167.959,bravo,2021.4,538.6,4.93,11.57,2313.8
TEST-13-GPS-DENIED-DRIFT,1775091167.959,charlie,2018.6,826.1,4.97,11.87,2376.2
TEST-13-GPS-DENIED-DRIFT,1775091168.214,alpha,2028.4,346.3,4.86,11.56,2311.7
TEST-13-GPS-DENIED-DRIFT,1775091168.214,bravo,2021.3,542.3,4.94,11.58,2317.5
TEST-13-GPS-DENIED-DRIFT,1775091168.214,charlie,2018.5,829.9,4.97,11.89,2379.9
TEST-13-GPS-DENIED-DRIFT,1775091168.468,alpha,2028.3,350.0,4.86,11.57,2315.3
TEST-13-GPS-DENIED-DRIFT,1775091168.468,bravo,2021.1,546.0,4.94,11.60,2321.2
TEST-13-GPS-DENIED-DRIFT,1775091168.468,charlie,2018.5,833.6,4.97,11.90,2383.7
TEST-13-GPS-DENIED-DRIFT,1775091168.721,alpha,2028.3,353.6,4.86,11.59,2319.0
TEST-13-GPS-DENIED-DRIFT,1775091168.721,bravo,2021.0,549.7,4.94,11.62,2324.9
TEST-13-GPS-DENIED-DRIFT,1775091168.721,charlie,2018.4,837.4,4.97,11.92,2387.4
TEST-13-GPS-DENIED-DRIFT,1775091168.975,alpha,2028.2,357.3,4.86,11.61,2322.7
TEST-13-GPS-DENIED-DRIFT,1775091168.975,bravo,2020.9,553.4,4.94,11.64,2328.7
TEST-13-GPS-DENIED-DRIFT,1775091168.975,charlie,2018.4,841.1,4.97,11.94,2391.2
TEST-13-GPS-DENIED-DRIFT,1775091169.226,alpha,2028.1,360.9,4.86,11.63,2326.3
TEST-13-GPS-DENIED-DRIFT,1775091169.226,bravo,2020.8,557.1,4.94,11.66,2332.4
TEST-13-GPS-DENIED-DRIFT,1775091169.226,charlie,2018.3,844.9,4.97,11.96,2394.9
TEST-13-GPS-DENIED-DRIFT,1775091169.481,alpha,2028.0,364.6,4.86,11.65,2330.0
TEST-13-GPS-DENIED-DRIFT,1775091169.481,bravo,2020.7,560.8,4.94,11.68,2336.1
TEST-13-GPS-DENIED-DRIFT,1775091169.481,charlie,2018.3,848.6,4.97,11.98,2398.6
TEST-13-GPS-DENIED-DRIFT,1775091169.736,alpha,2028.0,368.3,4.87,11.66,2333.6
TEST-13-GPS-DENIED-DRIFT,1775091169.736,bravo,2020.6,564.6,4.94,11.70,2339.8
TEST-13-GPS-DENIED-DRIFT,1775091169.736,charlie,2018.2,852.3,4.97,12.00,2402.4
TEST-13-GPS-DENIED-DRIFT,1775091169.989,alpha,2027.9,371.9,4.87,11.68,2337.3
TEST-13-GPS-DENIED-DRIFT,1775091169.989,bravo,2020.5,568.3,4.94,11.71,2343.5
TEST-13-GPS-DENIED-DRIFT,1775091169.989,charlie,2018.2,856.1,4.97,12.02,2406.1
TEST-13-GPS-DENIED-DRIFT,1775091170.244,alpha,2027.8,375.6,4.87,11.70,2341.0
TEST-13-GPS-DENIED-DRIFT,1775091170.244,bravo,2020.3,572.0,4.94,11.73,2347.3
TEST-13-GPS-DENIED-DRIFT,1775091170.244,charlie,2018.2,859.8,4.97,12.03,2409.9
TEST-13-GPS-DENIED-DRIFT,1775091170.497,alpha,2027.7,379.3,4.87,11.72,2344.7
TEST-13-GPS-DENIED-DRIFT,1775091170.497,bravo,2020.2,575.7,4.94,11.75,2351.0
TEST-13-GPS-DENIED-DRIFT,1775091170.497,charlie,2018.1,863.6,4.97,12.05,2413.6
TEST-13-GPS-DENIED-DRIFT,1775091170.750,alpha,2027.7,383.0,4.87,11.74,2348.3
TEST-13-GPS-DENIED-DRIFT,1775091170.750,bravo,2020.1,579.4,4.94,11.77,2354.7
TEST-13-GPS-DENIED-DRIFT,1775091170.750,charlie,2018.1,867.3,4.97,12.07,2417.4
TEST-13-GPS-DENIED-DRIFT,1775091171.004,alpha,2027.6,386.6,4.88,11.76,2352.0
TEST-13-GPS-DENIED-DRIFT,1775091171.004,bravo,2020.0,583.2,4.94,11.79,2358.4
TEST-13-GPS-DENIED-DRIFT,1775091171.004,charlie,2018.0,871.1,4.97,12.09,2421.1
TEST-13-GPS-DENIED-DRIFT,1775091171.259,alpha,2027.5,390.3,4.88,11.77,2355.7
TEST-13-GPS-DENIED-DRIFT,1775091171.259,bravo,2019.9,586.9,4.95,11.81,2362.2
TEST-13-GPS-DENIED-DRIFT,1775091171.259,charlie,2018.0,874.8,4.97,12.11,2424.9
TEST-13-GPS-DENIED-DRIFT,1775091171.514,alpha,2027.4,394.0,4.88,11.79,2359.4
TEST-13-GPS-DENIED-DRIFT,1775091171.514,bravo,2019.8,590.6,4.95,11.83,2365.9
TEST-13-GPS-DENIED-DRIFT,1775091171.514,charlie,2018.0,878.6,4.97,12.13,2428.6
TEST-13-GPS-DENIED-DRIFT,1775091171.768,alpha,2027.4,397.7,4.88,11.81,2363.0
TEST-13-GPS-DENIED-DRIFT,1775091171.768,bravo,2019.7,594.3,4.95,11.84,2369.6
TEST-13-GPS-DENIED-DRIFT,1775091171.768,charlie,2017.9,882.3,4.97,12.15,2432.4
TEST-13-GPS-DENIED-DRIFT,1775091172.021,alpha,2027.3,401.3,4.88,11.83,2366.7
TEST-13-GPS-DENIED-DRIFT,1775091172.021,bravo,2019.6,598.1,4.95,11.86,2373.3
TEST-13-GPS-DENIED-DRIFT,1775091172.021,charlie,2017.9,886.1,4.97,12.17,2436.1
TEST-13-GPS-DENIED-DRIFT,1775091172.275,alpha,2027.2,405.0,4.88,11.85,2370.4
TEST-13-GPS-DENIED-DRIFT,1775091172.275,bravo,2019.5,601.8,4.95,11.88,2377.1
TEST-13-GPS-DENIED-DRIFT,1775091172.275,charlie,2017.8,889.8,4.97,12.18,2439.8
TEST-13-GPS-DENIED-DRIFT,1775091172.529,alpha,2027.1,408.7,4.89,11.87,2374.1
TEST-13-GPS-DENIED-DRIFT,1775091172.529,bravo,2019.4,605.5,4.95,11.90,2380.8
TEST-13-GPS-DENIED-DRIFT,1775091172.529,charlie,2017.8,893.5,4.97,12.20,2443.6
TEST-13-GPS-DENIED-DRIFT,1775091172.783,alpha,2027.0,412.4,4.89,11.88,2377.8
TEST-13-GPS-DENIED-DRIFT,1775091172.783,bravo,2019.3,609.2,4.95,11.92,2384.5
TEST-13-GPS-DENIED-DRIFT,1775091172.783,charlie,2017.7,897.3,4.97,12.22,2447.3
TEST-13-GPS-DENIED-DRIFT,1775091173.037,alpha,2027.0,416.1,4.89,11.90,2381.4
TEST-13-GPS-DENIED-DRIFT,1775091173.037,bravo,2019.2,613.0,4.95,11.94,2388.3
TEST-13-GPS-DENIED-DRIFT,1775091173.037,charlie,2017.7,901.0,4.98,12.24,2451.1
TEST-13-GPS-DENIED-DRIFT,1775091173.292,alpha,2026.9,419.7,4.89,11.92,2385.1
TEST-13-GPS-DENIED-DRIFT,1775091173.292,bravo,2019.1,616.7,4.95,11.96,2392.0
TEST-13-GPS-DENIED-DRIFT,1775091173.292,charlie,2017.6,904.8,4.98,12.26,2454.8
TEST-13-GPS-DENIED-DRIFT,1775091173.547,alpha,2026.8,423.4,4.89,11.94,2388.8
TEST-13-GPS-DENIED-DRIFT,1775091173.547,bravo,2019.0,620.4,4.95,11.97,2395.7
TEST-13-GPS-DENIED-DRIFT,1775091173.547,charlie,2017.6,908.5,4.98,12.28,2458.6
TEST-13-GPS-DENIED-DRIFT,1775091173.801,alpha,2026.7,427.1,4.89,11.96,2392.5
TEST-13-GPS-DENIED-DRIFT,1775091173.801,bravo,2018.9,624.2,4.95,11.99,2399.5
TEST-13-GPS-DENIED-DRIFT,1775091173.801,charlie,2017.5,912.3,4.98,12.30,2462.3
TEST-13-GPS-DENIED-DRIFT,1775091174.055,alpha,2026.7,430.8,4.89,11.98,2396.2
TEST-13-GPS-DENIED-DRIFT,1775091174.055,bravo,2018.8,627.9,4.95,12.01,2403.2
TEST-13-GPS-DENIED-DRIFT,1775091174.055,charlie,2017.5,916.0,4.98,12.31,2466.1
TEST-13-GPS-DENIED-DRIFT,1775091174.310,alpha,2026.6,434.5,4.90,11.99,2399.9
TEST-13-GPS-DENIED-DRIFT,1775091174.310,bravo,2018.7,631.6,4.95,12.03,2406.9
TEST-13-GPS-DENIED-DRIFT,1775091174.310,charlie,2017.4,919.8,4.98,12.33,2469.8
TEST-13-GPS-DENIED-DRIFT,1775091174.563,alpha,2026.5,438.2,4.90,12.01,2403.6
TEST-13-GPS-DENIED-DRIFT,1775091174.563,bravo,2018.6,635.4,4.95,12.05,2410.6
TEST-13-GPS-DENIED-DRIFT,1775091174.563,charlie,2017.4,923.5,4.98,12.35,2473.6
TEST-13-GPS-DENIED-DRIFT,1775091174.817,alpha,2026.4,441.9,4.90,12.03,2407.3
TEST-13-GPS-DENIED-DRIFT,1775091174.817,bravo,2018.5,639.1,4.96,12.07,2414.4
TEST-13-GPS-DENIED-DRIFT,1775091174.817,charlie,2017.3,927.3,4.98,12.37,2477.3
